stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,stop_direction
F01609,Túzok utca,47.487051,19.192712,,,,2,-86
F01610,Túzok utca,47.486924,19.193242,,,,2,94
F01611,Keresztúri út 102.,47.490937,19.168530,,,,2,-77
F01612,Keresztúri út 102.,47.490721,19.169206,,,,2,104
F01613,Rákos vasútállomás,47.488305,19.174150,,,,2,-76
F01614,Rákos vasútállomás,47.488297,19.173500,,,,2,103
F01615,Maglódi út,47.490455,19.149107,,,,2,-83
F01616,Maglódi út,47.490344,19.149684,,,,2,96
F01617,Jászberényi út / Maglódi út,47.490048,19.149080,,,,2,-45
F01618,Jászberényi út / Maglódi út,47.490237,19.148629,,,,2,122
F01619,Sörgyár,47.491733,19.144770,,,,2,100
F01620,Sörgyár,47.491941,19.144346,,,,2,-67
F01621,Sörgyár,47.491300,19.146010,,,,2,114
F01622,Sörgyár,47.492051,19.144505,,,,2,-53
F01623,Élessarok,47.491037,19.138015,,,,1,-136
F01624,Élessarok,47.491495,19.138759,,,,1,37
F01625,Élessarok,47.491828,19.138287,,,,2,-105
F01626,Élessarok,47.491801,19.138666,,,,2,77
F01627,Élessarok,47.491181,19.137962,,,,1,
F01628,Élessarok,47.491935,19.140166,,,,2,68
F01629,Harmat utca,47.489707,19.136824,,,,2,38
F01630,Kőrösi Csoma Sándor út,47.488798,19.137525,,,,2,-47
F01631,Harmat utca,47.488402,19.137963,,,,2,132
F01635,Kőbánya alsó vasútállomás,47.483391,19.128037,,,,2,
F01636,Kőbánya alsó vasútállomás,47.483652,19.127839,,,,2,
F01637,Hízlaló tér,47.472267,19.124240,,,,1,-39
F01638,Hízlaló tér,47.472662,19.123542,,,,2,138
F01639,Liget tér,47.481743,19.128809,,,,2,-27
F01640,Vaspálya utca,47.481833,19.128438,,,,2,153
F01641,Liget tér,47.482795,19.130358,,,,1,-126
F01642,Liget tér,47.483074,19.131221,,,,1,16
F01644,Kápolna utca,47.481932,19.130689,,,,1,103
F01645,Kőbánya alsó vasútállomás,47.482464,19.128487,,,,1,-79
F01646,Kőbánya alsó vasútállomás,47.482355,19.129429,,,,1,87
F01647,Kápolna utca,47.482246,19.130535,,,,2,-60
F01648,Szent László tér,47.485277,19.131424,,,,2,-162
F01649,Szent László tér,47.484998,19.131569,,,,1,-174
F01650,Szent László tér,47.485304,19.131729,,,,1,11
F01651,Szent László tér,47.484934,19.131747,,,,2,16
F01652,Szent László tér,47.485907,19.130668,,,,1,-106
F01653,Szent László tér,47.485925,19.131093,,,,1,59
F01655,Kápolna utca,47.481649,19.135112,,,,2,149
F01658,Gyula utca,47.461490,19.169264,,,,2,-50
F01659,Ihász utca,47.479562,19.135307,,,,2,-45
F01660,Ihász utca,47.479382,19.135387,,,,2,136
F01661,Kápolna tér,47.481406,19.135769,,,,1,-74
F01662,Kápolna tér,47.481127,19.136631,,,,1,95
F01664,Kőér utca,47.477175,19.139032,,,,2,-49
F01665,Kőér utca,47.477608,19.138064,,,,2,131
F01666,Óhegy park,47.480079,19.140854,,,,2,-55
F01667,Óhegy park,47.479503,19.141663,,,,2,136
F01668,Ihász utca,47.485889,19.142112,,,,2,-42
F01669,Ihász utca,47.484322,19.143821,,,,2,109
F01670,Csősztorony,47.483710,19.145040,,,,2,-43
F01671,Csősztorony,47.482980,19.145862,,,,2,137
F01672,Téglavető utca,47.483688,19.149061,,,,2,-42
F01673,Gitár utca,47.487031,19.153055,,,,2,-37
F01674,Gitár utca,47.487085,19.152889,,,,2,135
F01675,Gitár utca,47.487724,19.151736,,,,2,132
F01676,Kada utca / Maglódi út,47.482897,19.158401,,,,2,137
F01677,Kada utca / Maglódi út,47.482538,19.158095,,,,2,-136
F01678,Kada utca / Maglódi út,47.482340,19.158015,,,,2,44
F01679,Kada utca / Maglódi út,47.482709,19.158738,,,,2,-17
F01680,Kada utca / Maglódi út,47.482367,19.158897,,,,1,
F01681,Kada utca / Mádi utca,47.479286,19.153365,,,,2,-135
F01682,Kada utca / Mádi utca,47.479537,19.153896,,,,2,46
F01683,Kada utca,47.479392,19.154798,,,,2,-50
F01684,Kada utca / Harmat utca,47.478038,19.151591,,,,1,41
F01685,Kada utca,47.477831,19.152294,,,,1,130
F01686,Márga utca,47.477820,19.144082,,,,1,133
F01687,Márga utca,47.477683,19.144512,,,,2,-45
F01688,Kemence utca,47.475890,19.148064,,,,2,-133
F01689,Kemence utca,47.475774,19.147639,,,,2,130
F01690,Kada utca,47.473933,19.144399,,,,2,131
F01691,Gergely utca,47.473429,19.144517,,,,2,41
F01692,Noszlopy utca,47.471852,19.148362,,,,2,127
F01693,Gergely utca (Sibrik Miklós út),47.468652,19.155890,,,,2,36
F01694,Gergely utca (Sibrik Miklós út),47.467870,19.154841,,,,2,-140
F01695,Mélytó utca,47.467862,19.163423,,,,2,-128
F01696,Mélytó utca,47.468589,19.164831,,,,2,50
F01697,Szövőszék utca,47.471905,19.159253,,,,2,-142
F01698,Szövőszék utca,47.472291,19.159878,,,,2,36
F01699,Sibrik Miklós út,47.473576,19.160438,,,,2,127
F01700,Sibrik Miklós út,47.472693,19.162041,,,,2,-43
F01701,Lavotta utca,47.475235,19.157098,,,,2,125
F01703,Lavotta utca,47.476879,19.159025,,,,2,-48
F01704,Mádi utca,47.473537,19.163953,,,,2,138
F01705,Mádi utca,47.475059,19.162086,,,,2,-49
F01706,Venyige utca,47.477666,19.165215,,,,2,135
F01707,Venyige utca,47.477458,19.165653,,,,1,115
F01708,Venyige utca,47.477404,19.165878,,,,1,-41
F01709,Venyige utca,47.477260,19.165931,,,,2,-36
F01710,Sírkert út,47.474431,19.169461,,,,2,140
F01711,Sírkert út,47.473801,19.170805,,,,2,-76
F01712,Sírkert út,47.473701,19.171773,,,,2,98
F01713,Sírkert út,47.473828,19.171309,,,,2,-72
F01714,Tavas utca,47.470019,19.165312,,,,2,138
F01715,Legényrózsa utca,47.486386,19.199318,,,,2,-90
F01716,Legényrózsa utca,47.486277,19.199597,,,,2,90
F01717,Határmalom utca,47.488932,19.218424,,,,2,-93
F01718,Határmalom utca,47.488911,19.220439,,,,2,87
F01719,501. utca,47.485733,19.215890,,,,2,-88
F01720,501. utca,47.485039,19.216897,,,,2,154
F01721,Jászberényi út,47.484814,19.217188,,,,2,-26
F01722,501. utca,47.485578,19.217296,,,,2,94
F01723,Gyömrői út 156.,47.460299,19.170410,,,,2,119
F01724,III. kapu,47.491422,19.128050,,,,2,-102
F01725,Kistorony park,47.486055,19.124366,,,,1,154
F01726,Kistorony park,47.486640,19.124062,,,,2,-27
F01727,Kőbánya felső vasútállomás,47.490942,19.133158,,,,2,-104
F01728,Kőbánya felső vasútállomás,47.490825,19.132932,,,,2,75
F01729,Halom utca,47.490163,19.128618,,,,2,-103
F01730,Halom utca,47.490046,19.128353,,,,2,75
F01731,Északi Járműjavító,47.485009,19.113882,,,,2,-62
F01732,Északi Járműjavító,47.485136,19.113100,,,,2,112
F01733,Északi Járműjavító,47.485136,19.112914,,,,1,-65
F01734,Északi Járműjavító,47.484704,19.114015,,,,1,103
F01735,Őrnagy utca,47.500741,19.112309,,,,1,-99
F01736,Őrnagy utca,47.500570,19.112857,,,,2,80
F01737,Várna utca,47.501747,19.115376,,,,1,-128
F01738,Várna utca,47.501684,19.115642,,,,1,45
F01739,Kerepesi út,47.500442,19.115547,,,,1,-10
F01740,Pillangó utca M,47.501474,19.119597,,,,1,
F01741,Pillangó utca M,47.501223,19.119530,,,,1,77
F01742,Pillangó utca,47.501051,19.118839,F01742,,CSLM2PU1,2,-110
F01743,Pillangó utca,47.501204,19.120417,F01743,,CSLM2PU1,2,77
F01744,Hős utca,47.497564,19.116008,,,,2,-26
F01745,Hős utca,47.496862,19.116366,,,,1,153
F01746,Expó tér,47.495295,19.119695,,,,2,9
F01749,Örs vezér tere,47.502922,19.135963,F01749,,CSLM2OVE,1,
F01752,Örs vezér tere M+H,47.502498,19.136354,,,,1,173
F01753,Örs vezér tere M+H,47.502650,19.136614,F01753,,CSF01753,1,
F01754,Örs vezér tere M+H,47.503459,19.137231,,,,2,
F01755,Örs vezér tere M+H,47.504108,19.136144,,,,2,
F01756,Örs vezér tere M+H,47.504315,19.136091,,,,2,-11
F01757,Örs vezér tere M+H,47.504098,19.136457,,,,1,-10
F01769,Gyakorló köz,47.501657,19.141556,,,,2,-96
F01770,Gyakorló köz,47.501683,19.142684,,,,2,81
F01771,Gyakorló köz,47.503877,19.143272,,,,2,79
F01772,Sarkantyú utca,47.503995,19.142210,,,,2,-100
F01773,Halas utca,47.502556,19.153265,,,,2,-9
F01774,Halas utca,47.502520,19.153026,,,,2,173
F01775,Egyenes utcai lakótelep,47.505743,19.159099,,,,2,-95
F01776,Egyenes utcai lakótelep,47.505636,19.158846,,,,2,85
F01777,Nagyicce H,47.506634,19.166633,,,,2,98
F01778,Nagyicce H,47.506842,19.167159,,,,2,-109
F01779,Albertirsai köz,47.493870,19.138590,,,,1,170
F01780,Terebesi utca,47.493445,19.141302,,,,2,167
F01781,Terebesi utca,47.494210,19.140600,,,,2,-68
F01782,Terebesi utca,47.494129,19.141032,,,,1,113
F01783,Terebesi utca,47.494687,19.140349,,,,1,-52
F01784,EGIS Gyógyszergyár,47.500459,19.153752,,,,2,-9
F01785,EGIS Gyógyszergyár,47.499263,19.153842,,,,2,170
F01786,MÁV-telep,47.493587,19.163652,,,,2,-47
F01787,MÁV-telep,47.493776,19.163121,,,,2,135
F01788,Dömsödi utca,47.502919,19.167734,,,,2,80
F01789,Heves utca,47.503162,19.167920,,,,2,136
F01790,Rákosfalva H,47.504986,19.151464,,,,2,-96
F01791,Rákosfalva H,47.504707,19.150946,,,,2,81
F01792,Örs vezér tere,47.503585,19.137192,F01792,,CSLM2OVE,2,
F01794,Kelemen utca,47.476910,19.132424,,,,2,-28
F01795,Kelemen utca,47.477217,19.131894,,,,2,153
F01796,Gyógyszergyár,47.472399,19.138559,,,,2,120
F01797,Gyógyszergyár,47.472327,19.139023,,,,2,-60
F01798,Kőbányai garázs,47.490712,19.114248,,,,2,-97
F01799,Kőbányai garázs,47.490586,19.113995,,,,2,85
F01800,Kőbánya alsó vasútállomás,47.484174,19.127349,,,,2,
F01801,Kőbánya alsó vasútállomás,47.483337,19.127984,,,,2,
F01803,Kőbánya alsó vasútállomás,47.483922,19.127534,,,,2,
F01804,Vasgyár utca,47.469009,19.147985,,,,2,-62
F01805,Vasgyár utca,47.469127,19.147388,,,,2,120
F01806,Sibrik Miklós út,47.467152,19.153022,,,,2,-63
F01807,Sibrik Miklós út,47.467270,19.152386,,,,2,120
F01808,Izraelita temető,47.479379,19.177889,,,,2,
F01810,Izraelita temető,47.478955,19.177870,,,,2,-4
F01811,Izraelita temető,47.479540,19.177672,,,,2,177
F01812,Meténg utca,47.484712,19.178751,,,,2,14
F01813,Meténg utca,47.484468,19.178454,,,,2,-166
F01814,Fővárosi Kertészet,47.489380,19.177749,,,,2,-75
F01815,Fővárosi Kertészet,47.489426,19.176913,,,,2,105
F01816,Díszítő üzem,47.488366,19.183652,,,,2,-76
F01817,Díszítő üzem,47.488240,19.183731,,,,2,96
F01818,Tárna utca,47.489377,19.163789,,,,2,96
F01819,Tárna utca,47.489412,19.164691,,,,2,-82
F01820,Rákosfalva,47.505183,19.152115,F01820,,CSF01820,2,83
F01821,Rákosfalva,47.504950,19.150641,F01821,,CSF01820,2,-99
F01822,Téglavető utca,47.489596,19.160418,,,,1,96
F01823,Téglavető utca,47.489787,19.158965,,,,2,-83
F01824,Orion,47.489843,19.156703,,,,2,97
F01825,Orion,47.490106,19.154852,,,,2,-86
F01826,Ónodi utca,47.489231,19.136141,,,,1,37
F01827,Ónodi utca,47.488602,19.135237,,,,1,-134
F01828,Ónodi utca,47.488126,19.134546,,,,1,
F01829,Kocka utca,47.484879,19.155970,,,,2,-23
F01830,Kocka utca,47.484933,19.155718,,,,2,133
F01831,Kocka utca,47.484978,19.155512,,,,2,140
F01832,Kocka utca,47.484699,19.155969,,,,2,-35
F01833,Bajcsy-Zsilinszky Kórház,47.480016,19.162036,,,,2,133
F01834,Bajcsy-Zsilinszky Kórház,47.479701,19.162646,,,,2,-38
F01835,Bajcsy-Zsilinszky Kórház,47.480034,19.162209,,,,1,134
F01836,Bajcsy-Zsilinszky Kórház,47.479773,19.162739,,,,1,-32
F01837,Kocka utca,47.481824,19.151499,,,,2,-39
F01838,Szlávy utca,47.480649,19.148929,,,,1,140
F01839,Szlávy utca,47.475743,19.141284,,,,2,131
F01840,Szlávy utca,47.475329,19.142199,,,,2,-50
F01841,Újhegyi sétány,47.471685,19.163166,,,,2,138
F01842,Újhegyi sétány,47.470813,19.164510,,,,1,-38
F01843,Bányató utca,47.468782,19.160958,,,,2,139
F01844,Bányató utca,47.469279,19.160408,,,,1,-38
F01845,Tavas utca,47.471483,19.166562,,,,2,141
F01846,Rézvirág utca,47.486301,19.202384,,,,2,-90
F01847,Rézvirág utca,47.486146,19.203816,,,,2,92
F01848,Dombhát utca,47.486012,19.209442,,,,2,-86
F01849,Dombhát utca,47.485886,19.209866,,,,2,94
F01850,Gépmadár utca,47.502309,19.147517,,,,2,-96
F01851,Gépmadár utca,47.502183,19.147304,,,,2,81
F01852,Pilisi utca,47.502234,19.160697,,,,2,-100
F01853,Pilisi utca,47.502251,19.161773,,,,2,81
F01854,Gépmadár park,47.504442,19.146233,,,,2,-97
F01855,Gépmadár park,47.504279,19.146950,,,,2,82
F01856,Pongrácz úti lakótelep,47.491221,19.120286,,,,2,75
F01857,Pongrácz úti lakótelep,47.491293,19.119782,,,,2,-81
F01858,Hungaropharma,47.481836,19.204520,,,,2,117
F01859,Hungaropharma,47.482334,19.203370,,,,1,-61
F01860,Fehér úti ipari park,47.499511,19.137384,,,,2,-8
F01861,Fehér úti ipari park,47.499466,19.137251,,,,2,171
F01862,Fehér úti ipari park,47.499897,19.137353,,,,1,161
F01863,Fehér úti ipari park,47.499510,19.137564,,,,1,-8
F01864,"Aluljáró, Danone",47.486705,19.203211,,,,1,-80
F01865,"Aluljáró, Danone",47.486634,19.202733,,,,1,84
F01866,Új köztemető (Kozma utca),47.475097,19.178223,,,,2,8
F01867,Új köztemető (Kozma utca),47.474630,19.178129,,,,2,174
F01868,Tűzoltóság,47.478982,19.200279,,,,2,100
F01869,Tűzoltóság,47.479054,19.200332,,,,2,-80
F01870,Felsőcsatári út,47.458053,19.176466,,,,2,-65
F01872,Kollégium,47.483957,19.192531,,,,2,-81
F01873,Kollégium,47.483849,19.192770,,,,2,97
F01874,Ezüstfa utca,47.479824,19.195969,,,,2,-170
F01875,Csillagvirág utca,47.479941,19.196129,,,,2,8
F01878,Pöttyös utca,47.468557,19.117532,F01878,,CSF01878,2,-63
F01879,Pöttyös utca,47.467939,19.118838,F01879,,CSF01878,2,118
F01880,Kamaraerdő,47.435952,18.978596,F01880,,CSF01880,2,5
F01881,Kamaraerdő,47.435844,18.978689,,,,2,134
F01882,Kamaraerdő,47.435952,18.978543,F01882,,CSF01880,2,5
F01883,Szociális Otthon,47.437571,18.979124,,,,2,12
F01884,Szociális Otthon,47.437904,18.979163,,,,2,-164
F01885,Kamaraerdei Ifjúsági Park,47.441160,18.979490,,,,2,
F01886,Kamaraerdei Ifjúsági Park,47.440638,18.979319,,,,2,-6
F01887,Kamaraerdei Ifjúsági Park,47.440746,18.979160,,,,2,175
F01888,Repülőtér,47.444609,18.986738,,,,2,53
F01889,Repülőtér,47.444777,18.986905,,,,2,-116
F01890,Fülőke utca,47.445430,18.991497,,,,2,-90
F01891,Fülőke utca,47.445340,18.991471,,,,2,53
F01892,Balatoni út,47.444573,19.005406,,,,2,-65
F01893,Balatoni út,47.444402,19.005671,,,,2,111
F01894,Kelenvölgy-Péterhegy,47.443568,19.012407,,,,2,-77
F01895,Kelenvölgy-Péterhegy,47.443505,19.012062,,,,2,91
F01896,Kelenvölgy-Péterhegy,47.443730,19.012447,,,,1,26
F01897,Kelenvölgy-Péterhegy,47.444464,19.012602,,,,2,-165
F01898,Kápolna út,47.446635,19.013757,,,,1,-157
F01899,Kápolna út,47.447166,19.014208,,,,1,16
F01900,Olajfa utca,47.449628,19.015542,,,,2,23
F01901,Olajfa utca,47.449313,19.015184,,,,2,-152
F01902,Budafoki elágazás,47.435406,19.035717,,,,2,-80
F01903,Budafoki elágazás,47.435415,19.036207,,,,2,66
F01904,Budafoki elágazás,47.434785,19.036420,,,,2,164
F01905,Budafoki elágazás,47.435460,19.036433,,,,2,24
F01906,Vasút utca,47.446300,18.975818,,,,2,-56
F01907,Vasút utca,47.445931,18.976362,,,,2,122
F01908,Repülőgépes Szolgálat,47.447353,18.978031,,,,2,91
F01909,Repülőgépes Szolgálat,47.447694,18.976943,,,,2,-60
F01910,Repülőgépes Szolgálat,47.448485,18.975165,,,,2,-58
F01911,Repülőgépes Szolgálat,47.448287,18.975311,,,,2,135
F01913,Budaörsi repülőtér,47.447105,18.985812,F01913,,CS009350,2,58
F01914,Bolygó utca,47.450923,19.016470,,,,2,-70
F01915,Alabástrom utca,47.451643,19.017994,,,,2,101
F01916,Őrmezei út,47.454972,19.018841,,,,2,0
F01917,Őrmezei út,47.454972,19.018655,,,,2,180
F01918,Igmándi utca,47.456684,19.020053,,,,2,18
F01919,Péterhegyi út / Neszmélyi út,47.458266,19.019360,,,,2,116
F01920,Menyecske utca,47.459766,19.017273,,,,2,173
F01921,Menyecske utca,47.460251,19.017379,,,,2,-3
F01922,Kérő utca,47.461924,19.015866,,,,2,70
F01923,Kérő utca,47.462050,19.016317,,,,2,-96
F01924,Neszmélyi út,47.460127,19.015088,,,,2,118
F01925,Sasadi út,47.466999,19.015946,,,,1,143
F01926,Sasadi út,47.467179,19.016609,,,,1,-141
F01927,Sasadi út,47.465281,19.015483,,,,1,45
F01928,Nagyszeben út,47.464794,19.011477,,,,1,-118
F01929,Jégvirág utca,47.462230,19.008853,,,,1,47
F01930,Gazdagréti út,47.462145,19.004897,,,,2,72
F01931,Gazdagréti út,47.462750,19.005922,,,,1,-107
F01932,Poprádi út,47.461387,18.999168,,,,2,-78
F01933,Poprádi út,47.461235,18.999460,,,,2,101
F01934,Keserűvíz-forrás,47.458535,18.997327,,,,2,32
F01935,Keserűvíz-forrás,47.458292,18.996889,,,,2,-141
F01936,Vitorlázó út,47.452460,18.990755,,,,2,35
F01937,Vitorlázó út,47.452784,18.990901,,,,2,-147
F01938,Torma utca,47.450429,19.019692,,,,2,-147
F01939,Torma utca,47.450349,19.019613,,,,2,-156
F01940,Kecskeméti József utca,47.449188,19.020727,,,,2,114
F01941,Duránci utca,47.451069,19.022636,,,,2,12
F01942,Duránci utca,47.449998,19.022902,,,,2,138
F01943,Narancs utca,47.447750,19.025369,,,,2,144
F01944,Narancs utca,47.448101,19.025183,,,,2,-34
F01945,Gépész utca,47.453326,19.021507,,,,2,-162
F01946,Gépész utca,47.452958,19.023232,,,,2,10
F01947,Hajtány sor,47.455279,19.024079,,,,2,-160
F01948,Hajtány sor,47.456358,19.023707,,,,2,-28
F01951,Than Károly utca,47.460910,19.025270,,,,2,24
F01952,Borszéki utca,47.458526,19.023733,,,,2,20
F01955,Bikás park M,47.463567,19.032805,,,,1,99
F01958,Bikás park M,47.464277,19.033826,,,,1,6
F01959,Bikás park M,47.464205,19.033561,,,,1,-176
F01960,Bornemissza tér,47.458413,19.033576,,,,1,3
F01962,Bornemissza tér,47.458278,19.033324,,,,1,-179
F01964,Csurgói út,47.455157,19.033232,,,,1,-180
F01965,Csurgói út,47.453979,19.033445,,,,1,3
F01966,Nyírbátor utca,47.450156,19.033194,,,,1,180
F01967,Nyírbátor utca,47.449545,19.033366,,,,1,0
F01968,Fonyód utca / Sáfrány utca,47.444535,19.033646,,,,1,171
F01969,Fonyód utca / Sáfrány utca,47.443905,19.033885,,,,1,-2
F01970,Albertfalva vasútállomás,47.441603,19.034191,,,,1,
F01972,Vegyész utca,47.442580,19.045286,,,,2,-176
F01973,Vegyész utca,47.443066,19.045670,,,,2,1
F01974,Építész utca,47.448040,19.046360,,,,2,-122
F01975,Építész utca,47.447132,19.045922,,,,2,4
F01976,Kondorosi út,47.449471,19.049065,,,,2,-127
F01977,Kondorosi út,47.449210,19.049158,,,,2,54
F01980,Galvani utca,47.455407,19.051598,,,,2,-173
F01981,Galvani utca,47.455416,19.051956,,,,2,5
F01982,Hengermalom út,47.461317,19.051665,,,,2,
F01983,Hengermalom út,47.461047,19.051784,,,,2,
F01984,Budafoki út / Dombóvári út,47.468720,19.052992,,,,2,-179
F01985,Budafoki út / Dombóvári út,47.469808,19.053310,,,,2,-1
F01986,Budafoki út / Szerémi sor,47.474371,19.052707,,,,2,-169
F01988,Budafoki út / Szerémi sor,47.473623,19.053178,,,,1,48
F01989,Budafoki út / Szerémi sor,47.473677,19.052807,,,,1,-113
F01990,Budafoki út / Szerémi sor,47.473901,19.052912,,,,2,-127
F01991,Budafoki út / Szerémi sor,47.472866,19.052567,,,,2,-1
F01992,Budafoki út / Szerémi sor,47.474091,19.053736,,,,1,63
F01995,Újbuda-központ M,47.473829,19.047367,,,,1,99
F01997,Újbuda-központ M,47.474467,19.046478,,,,1,-168
F01998,Újbuda-központ M,47.474045,19.046863,,,,1,
F01999,Újbuda-központ M,47.474800,19.046664,,,,1,10
F02000,Újbuda-központ M,47.474027,19.048534,,,,1,
F02002,Hauszmann Alajos utca,47.467813,19.043972,,,,1,-166
F02003,Hauszmann Alajos utca,47.467039,19.043919,,,,1,13
F02004,Hauszmann Alajos utca,47.467345,19.043933,,,,1,-166
F02005,Hauszmann Alajos utca,47.467633,19.044304,,,,2,13
F02006,Etele út / Fehérvári út,47.462747,19.040748,,,,2,
F02007,Etele út / Fehérvári út,47.462218,19.042740,,,,1,99
F02008,Etele út / Fehérvári út,47.461715,19.041758,,,,1,-167
F02009,Etele út / Fehérvári út,47.463398,19.042572,,,,1,13
F02010,Etele út / Fehérvári út,47.462639,19.042274,,,,1,-169
F02011,Etele út / Fehérvári út,47.461985,19.042262,,,,1,13
F02012,Andor utca,47.456399,19.040234,,,,1,14
F02013,Andor utca,47.456129,19.039889,,,,1,-165
F02014,Andor utca,47.455715,19.039836,,,,1,13
F02015,Andor utca,47.455482,19.039558,,,,1,-163
F02016,Albertfalva kitérő,47.452172,19.038418,,,,1,-152
F02017,Albertfalva kitérő,47.452666,19.038776,,,,1,13
F02019,Albertfalva utca,47.448058,19.037555,,,,1,6
F02020,Albertfalva utca,47.447737,19.037424,,,,1,-173
F02021,Albertfalva utca,47.447545,19.037489,,,,2,-174
F02022,Albertfalva utca,47.447342,19.037597,,,,1,6
F02024,Fonyód utca,47.443920,19.036880,,,,1,6
F02025,Fonyód utca,47.443609,19.036742,,,,1,-174
F02026,Fonyód utca,47.443717,19.037001,,,,1,6
F02027,Fonyód utca,47.443407,19.036800,,,,2,-173
F02028,Budafok kocsiszín,47.440830,19.036498,,,,1,7
F02029,Budafok kocsiszín,47.441711,19.036537,,,,1,6
F02030,Budafok kocsiszín,47.441294,19.036456,,,,2,-172
F02031,Budafok kocsiszín,47.441333,19.036378,,,,1,-174
F02032,Tétényi út 30.,47.466355,19.034157,,,,1,5
F02033,Tétényi út 30.,47.466337,19.033866,,,,1,180
F02034,Szent Imre Kórház,47.469422,19.033719,,,,1,-11
F02035,Szent Imre Kórház,47.468064,19.033839,,,,1,174
F02037,Szent Gellért-templom,47.469185,19.024922,,,,2,-118
F02038,Szent Gellért-templom,47.468566,19.023744,,,,1,-118
F02039,Szent Gellért-templom,47.468620,19.024102,,,,1,56
F02040,Csóka utca,47.470851,19.029195,,,,1,56
F02041,Csóka utca,47.470742,19.028569,,,,2,-120
F02042,Csóka utca,47.470698,19.028585,,,,1,-116
F02043,Csóka utca,47.470805,19.029113,,,,2,54
F02044,Karolina út,47.471473,19.033466,,,,1,-168
F02045,Karolina út,47.472723,19.033028,,,,1,-122
F02046,Karolina út,47.472838,19.033676,,,,1,52
F02047,Karolina út,47.472696,19.033201,,,,1,-117
F02048,Karolina út,47.473371,19.035389,,,,1,61
F02049,Ajnácskő utca,47.473656,19.025517,,,,2,-68
F02050,Ajnácskő utca,47.473665,19.025132,,,,2,110
F02051,Ajnácskő utca,47.474348,19.025092,,,,2,67
F02052,Ajnácskő utca,47.474519,19.024747,,,,2,-107
F02053,Dayka Gábor utca,47.470643,19.019684,,,,2,-149
F02054,Dayka Gábor utca,47.470427,19.020056,,,,2,29
F02055,Nagyszeben tér,47.466609,19.005401,,,,1,-40
F02056,Nagyszeben tér,47.466303,19.005481,,,,1,139
F02057,Frankhegy utca,47.470681,19.001312,,,,1,149
F02058,Frankhegy utca,47.471032,19.001179,,,,1,-35
F02059,Kaptárkő utca,47.471841,18.999401,,,,1,128
F02060,Kaptárkő utca,47.472560,18.998419,,,,1,-50
F02061,Regős utca,47.464942,19.003926,,,,2,125
F02062,Regős utca,47.465248,19.003555,,,,2,-51
F02063,Törökugrató utca,47.466614,19.000847,,,,2,129
F02064,Törökugrató utca,47.466830,19.000662,,,,2,-51
F02065,Szent Angyalok-templom,47.468863,18.996592,,,,1,127
F02066,Szent Angyalok-templom,47.469240,18.996233,,,,1,-38
F02067,Tűzkő utca,47.470155,18.994848,,,,2,148
F02068,Tűzkő utca,47.470506,18.994675,,,,2,-31
F02069,Kamaraerdei út 11.,47.443081,18.978885,,,,2,-10
F02070,Kamaraerdei út 11.,47.443117,18.978726,,,,2,171
F02071,Telekes utca,47.473611,18.996136,,,,1,122
F02072,Telekes utca,47.473935,18.995871,,,,1,-50
F02073,Szent Pio atya tér,47.474580,18.989847,,,,1,-42
F02074,Szent Pio atya tér,47.474966,18.989051,,,,1,121
F02075,Irhás árok,47.476530,18.987351,,,,1,28
F02076,Irhás árok,47.476728,18.987470,,,,1,-133
F02077,Oltvány köz,47.478133,18.991130,,,,1,53
F02078,Oltvány köz,47.478151,18.990865,,,,1,-111
F02079,Eper utca,47.480589,18.992547,,,,1,9
F02080,Eper utca,47.480895,18.992680,,,,1,-69
F02081,Márton Áron tér,47.481887,18.998171,,,,1,130
F02082,Márton Áron tér,47.481680,18.999021,,,,2,
F02083,Márton Áron tér,47.481500,18.998888,,,,1,-31
F02084,Márton Áron tér,47.481923,18.998861,,,,1,-107
F02085,Márton Áron tér,47.481977,18.999233,,,,1,49
F02086,Zajzon utca,47.479872,19.000690,,,,2,-45
F02087,Zajzon utca,47.479405,19.001062,,,,2,149
F02088,Tömös utca,47.477948,19.002323,,,,2,148
F02089,Tömös utca,47.477634,19.002748,,,,2,-27
F02090,Nagyszalonta köz,47.475260,19.004329,,,,2,116
F02091,Nagyszalonta köz,47.475538,19.003864,,,,2,-57
F02092,Bereck utca,47.473102,19.008284,,,,2,137
F02093,Bereck utca,47.473813,19.007514,,,,2,-40
F02094,Sümegvár utca,47.469901,19.012691,,,,2,-36
F02095,Sümegvár utca,47.469182,19.013408,,,,2,140
F02096,Süveg utca,47.481350,19.004766,,,,1,16
F02097,Süveg utca,47.481431,19.004925,,,,2,16
F02098,Süveg utca,47.481296,19.004593,,,,1,-163
F02099,Süveg utca,47.481197,19.004700,,,,2,-154
F02100,Farkasréti temető,47.483923,19.005374,,,,2,-162
F02101,Farkasréti temető,47.484282,19.005679,,,,2,26
F02102,Farkasréti temető,47.483770,19.006223,,,,1,-80
F02103,Farkasréti temető,47.483662,19.005852,,,,1,58
F02104,Hegytető utca,47.484428,19.009288,,,,1,47
F02105,Hegytető utca,47.484644,19.009871,,,,1,-87
F02106,Sion lépcső,47.485203,19.015961,,,,1,76
F02107,Sion lépcső,47.485392,19.016943,,,,1,-92
F02108,Breznó lépcső,47.484179,19.020632,,,,2,-47
F02109,Breznó lépcső,47.483792,19.021017,,,,2,145
